Model,P1,P2,P3,Fem,Tib,Foot
1,0.919591728746158,0.754611463995261,0.81575229468982,1.01791891251991,0.97040735745888,1.04490926650361
2,0.690213772150768,0.828118638934013,0.786612756164574,0.858856730737874,0.720067141453455,0.868105110874591
3,0.841258981542097,0.830291699920562,0.75442950120145,0.871370467835066,1.04495031929567,0.817746862272946
4,1.00588243006236,0.773226109295287,0.820014218890992,0.660982045405863,0.903498624522657,0.663191765053539
5,0.972523658984302,1.16047765298581,0.989590529398414,0.699251886777391,0.815555239566166,0.816756141506092
6,0.994285580079858,0.890606290493859,0.97416736961813,0.820554087913664,0.875148895109589,0.942934140423336
7,0.774491052545115,0.896060636410907,0.912239747637516,0.686122903904937,1.17792929453541,0.893787365086534
8,0.863741400158458,0.928789715973159,1.04195829189554,0.815587232393483,1.04678010972157,0.937041854265293
9,0.804381889730505,1.06403483865309,1.04976902874593,0.652882463877442,0.999948103146316,0.67714232323209
10,1.14991196590085,1.25224991691735,1.09153221971615,1.09149363390468,1.02848997939208,0.963776220565073
11,0.760381328612044,0.802605085316792,0.749030876281802,1.04643369251756,0.99067855847188,0.923510692908889
12,0.925959742419109,1.01898105943198,1.05296583858078,1.23338308893238,1.03723998726223,1.02418680405499
13,0.832987913638557,0.833915290148278,0.679462010558466,1.13370133455102,1.06066307133853,0.874210126584157
14,0.726136556408335,0.866348418413598,0.852484454247741,0.731814263853732,0.914275433978676,0.697343472592067
15,0.866818360082663,0.675793881625858,0.94315531732664,1.06713129211417,0.884736953074133,1.05249637914862
16,0.925174830698606,0.894149339296471,0.67239433435851,0.78652284176772,0.79030148209013,0.809609992457938
17,0.715514847861801,0.698205677013052,0.67836427928935,1.04661891902024,0.852919181575089,0.883458365305429
18,1.00588243006236,0.773226109295287,0.820014218890992,0.660982045405863,0.903498624522657,0.663191765053539
19,1.23467215794868,1.26228687264521,1.27290448024145,1.01651532397338,1.07691637730505,1.04208000007668
20,1.23186211667392,1.16294461491689,1.32968575531202,1.17468010327217,0.932492237027256,1.10837999275311
21,0.696265010963679,0.831588263071002,0.946012253788038,0.993587438341903,1.09414371267122,0.933585235574494
22,1.24018803158224,1.08247582491655,1.31265466618749,1.22610274349695,1.01527147449337,0.945562549965354
23,1.11124862577358,1.08316922228496,1.14650229316511,1.07117230251831,1.28138900872976,1.12380493139309
24,0.779807762150483,0.962699949371607,0.896231171950278,1.03119501059164,0.708342664072475,0.760581275913627
25,1.0014648045508,0.834887036640679,0.845631687602762,0.658846340398635,0.968297321719295,0.717026065875709
26,0.828609949020331,0.952119583593876,1.02240482012479,1.26003691134716,1.16997001278032,1.05496439705591
27,1.04157024880775,0.84847416899155,0.812361941039203,0.682176676563195,0.697370343584647,1.17495023019099
28,0.888031221106951,0.876280658172542,1.13320625284325,0.941541857876519,0.691523471821444,1.05250876845956
29,1.23916041226375,1.11638146786899,1.13775463094492,0.982985341764423,1.18379355370495,1.08942399731586
30,0.871045767886479,0.65260445653585,0.817904625483289,0.939539962231117,0.703750418130026,0.766485967944427
31,1.24464719013796,1.27506739200633,0.989120840081195,1.048474086206,1.21586720153494,1.00714708203243
32,0.83072990437267,0.728638028245102,0.958979818901266,0.824296379206675,0.658832382315599,0.746855435699831
33,1.2431889382228,1.28194406714554,1.03257683282202,0.971883659717244,1.18985009477304,1.27176797072887
34,0.769158050509972,0.785283904372261,0.953340697830387,0.876027669295369,0.949591280886383,0.821112697622458
35,1.12086239773377,1.07496643722374,1.05019031485668,1.14655296921776,1.19278520916954,0.879791804335513
36,1.13603741944973,0.858246155245553,0.897794575157465,0.906048643291973,0.783600668678083,0.704619455568936
